Tmc/Tc 	 dThec/dTic 
0.463248746877048 	 0.5413012989188983 
0.4724972540062112 	 0.3915613407746406 
0.48169558774245413 	 0.3368890716489734 
0.4909220915582131 	 0.09394316350479337 
0.5001088945365194 	 0.3400338455134433 
0.5093163142180985 	 0.22752857927372602 
0.5185239893278597 	 0.2092723614428485 
0.5277273408000224 	 0.11369125511506617 
0.5369263491998334 	 0.15117848809289328 
0.5461356663479083 	 0.20845101984888806 
0.5553261183002453 	 0.14728619078331745 
0.5645292321924682 	 0.27315905234634524 
0.573729098497804 	 0.14255858743003483 
0.5829321029208061 	 0.04525283808572926 
0.5921285391905532 	 0.2374109309099879 
0.6013525252142309 	 0.21366412048220498 
0.6105664656900405 	 0.17758302836538828 
0.6198123929169262 	 0.17213117584880586 
0.6290199181858389 	 0.12064068358736743 
0.6382629192461033 	 0.13499724912085226 
0.6474763671104186 	 0.6751789526597148 
0.6567216192771088 	 0.1653417358061997 
0.6659327244224588 	 0.1973063463288134 
0.6751645922300425 	 0.30844490327877244 
0.6843954383248977 	 0.35600652005134303 
0.6936682841108449 	 0.15658161387026626 
0.7029089277009724 	 0.194849358280083 
0.7121842730341302 	 nan 
0.7214182292970635 	 0.2802748482428651 
0.7306897894019478 	 nan 
0.739913270780281 	 0.20575382388963417 
0.7491909724190098 	 0.4354459868288098 
0.758483688503032 	 0.08855224063024597 
0.767822983188918 	 nan 
0.7771001094829194 	 0.27395267330532336 
0.7864339467542557 	 0.4900847847819653 
0.79572785418948 	 0.27145741062929213 
0.8050743691856818 	 0.34168077324285273 
0.8143541343130954 	 0.14510832275151272 
0.823691000694617 	 0.08854695791990339 
0.8329799500567526 	 0.2557843056328864 
0.84231763233334 	 0.12585508594607606 
0.8516052656989165 	 0.009910711655270337 
0.8609368270524377 	 nan 
0.8702244015154825 	 0.505863264424391 
0.879564902753224 	 0.21656627403195483 
0.8891689031085346 	 0.15254246356273543 
0.9017251701036236 	 0.11325139824588822 
0.9142392805748669 	 0.15273559690559238 
0.9267839183103468 	 nan 
0.9392687415741124 	 0.4965676307439167 
0.9518314604915703 	 0.33180797603862744 
