Tmc/Tc 	 dThec/dTic 
0.2858511719594815 	 0.05500168325675435 
0.31858204181056804 	 0.18322490987587328 
0.35004565910827806 	 0.09944599485081412 
0.3714885543505138 	 0.09467498852040353 
0.39321246159472634 	 0.09350125606726521 
0.4193008510120704 	 0.08326224161300604 
0.4451195688646817 	 0.090848453885198 
0.4708444371202313 	 0.07260136622647735 
0.4969315893235008 	 0.06411258459269771 
0.5237966137675735 	 0.03651233867079375 
0.5521347963863792 	 0.010380666714171113 
0.5826000192952913 	 0.13219239022736579 
0.6160587779526074 	 0.11119459515163538 
0.654434197025811 	 0.11053838823770645 
0.7055476222246696 	 nan 
0.7559880734944857 	 nan 
